watched_tv,play_with_pets,code_written,had_coffee,happiness_value
No,Yes,1493,Yes,6
Yes,No,1398,No,6
No,Yes,563,Yes,0
Yes,No,1385,No,9
No,Yes,586,Yes,4
Yes,No,256,No,3
No,Yes,470,Yes,4
Yes,No,984,No,6
No,Yes,172,Yes,1
Yes,No,1064,No,2
No,Yes,634,Yes,5
Yes,No,166,No,9
No,Yes,1371,Yes,1
Yes,No,404,No,10
No,Yes,44,Yes,4
Yes,No,1046,No,3
No,Yes,263,Yes,2
Yes,No,1227,No,3
No,Yes,1271,Yes,3
Yes,No,88,No,0
No,Yes,468,Yes,4
Yes,No,1056,No,8
No,Yes,894,Yes,3
Yes,No,35,No,9
No,Yes,179,Yes,2
Yes,No,669,No,6
No,Yes,1134,Yes,5
Yes,No,1425,No,1
No,Yes,1448,Yes,10
Yes,No,151,No,7
No,Yes,1031,Yes,10
Yes,No,670,No,3
No,Yes,483,Yes,10
Yes,No,26,No,10
No,Yes,1255,Yes,7
Yes,No,1042,No,10
No,Yes,1183,Yes,5
Yes,No,508,No,5
No,Yes,654,Yes,7
Yes,No,1065,No,2
No,Yes,725,Yes,3
Yes,No,68,No,4
No,Yes,85,Yes,9
Yes,No,1389,No,8
No,Yes,1441,Yes,10
Yes,No,1074,No,4
No,Yes,629,Yes,8
Yes,No,20,No,3
No,Yes,1410,Yes,9
Yes,No,56,No,1
No,Yes,1285,Yes,8
Yes,No,471,No,3
No,Yes,96,Yes,10
Yes,No,416,No,4
No,Yes,1083,Yes,2
Yes,No,408,No,4
No,Yes,942,Yes,9
Yes,No,784,No,4
No,Yes,1449,Yes,5
Yes,No,67,No,2
No,Yes,707,Yes,0
Yes,No,1211,No,1
No,Yes,599,Yes,7
Yes,No,1404,No,6
No,Yes,1059,Yes,10
Yes,No,5,No,9
No,Yes,219,Yes,6
Yes,No,723,No,10
No,Yes,404,Yes,0
Yes,No,1020,No,6
No,Yes,863,Yes,9
Yes,No,348,No,0
No,Yes,264,Yes,8
Yes,No,253,No,1
No,Yes,1283,Yes,8
Yes,No,730,No,1
No,Yes,674,Yes,6
Yes,No,898,No,5
No,Yes,1397,Yes,10
Yes,No,484,No,1
No,Yes,1438,Yes,1
Yes,No,1153,No,6
No,Yes,1255,Yes,0
Yes,No,525,No,7
No,Yes,1154,Yes,9
Yes,No,794,No,7
No,Yes,1312,Yes,9
Yes,No,993,No,3
No,Yes,127,Yes,5
Yes,No,1134,No,0
No,Yes,621,Yes,3
Yes,No,770,No,3
No,Yes,954,Yes,8
Yes,No,615,No,5
No,Yes,384,Yes,10
Yes,No,437,No,4
No,Yes,1102,Yes,9
Yes,No,529,No,5
No,Yes,442,Yes,0
Yes,No,1320,No,8
No,Yes,1139,Yes,10
Yes,No,1407,No,7
No,Yes,812,Yes,7
Yes,No,929,No,7
No,Yes,1167,Yes,3
Yes,No,370,No,4
No,Yes,750,Yes,3
Yes,No,849,No,2
No,Yes,1125,Yes,1
Yes,No,23,No,8
No,Yes,584,Yes,1
Yes,No,845,No,6
No,Yes,320,Yes,8
Yes,No,84,No,2
No,Yes,827,Yes,10
Yes,No,1216,No,1
No,Yes,1009,Yes,7
Yes,No,1305,No,6
No,Yes,820,Yes,3
Yes,No,1484,No,3
No,Yes,635,Yes,8
Yes,No,448,No,2
No,Yes,769,Yes,2
Yes,No,615,No,0
No,Yes,806,Yes,4
Yes,No,357,No,3
No,Yes,1389,Yes,1
Yes,No,1293,No,7
No,Yes,1482,Yes,4
Yes,No,10,No,8
No,Yes,696,Yes,10
Yes,No,430,No,9
No,Yes,955,Yes,4
Yes,No,1207,No,9
No,Yes,1037,Yes,8
Yes,No,549,No,6
No,Yes,383,Yes,8
Yes,No,125,No,5
No,Yes,1463,Yes,8
Yes,No,1035,No,5
No,Yes,195,Yes,5
Yes,No,658,No,8
No,Yes,482,Yes,0
Yes,No,1050,No,9
No,Yes,181,Yes,1
Yes,No,1443,No,6
No,Yes,819,Yes,0
Yes,No,496,No,5
No,Yes,668,Yes,10
Yes,No,658,No,8
No,Yes,80,Yes,1
Yes,No,764,No,0
No,Yes,893,Yes,1
Yes,No,588,No,4
No,Yes,515,Yes,10
Yes,No,39,No,3
No,Yes,202,Yes,7
Yes,No,1010,No,6
No,Yes,211,Yes,5
Yes,No,1277,No,7
No,Yes,1238,Yes,2
Yes,No,319,No,9
No,Yes,776,Yes,7
Yes,No,746,No,8
No,Yes,371,Yes,8
Yes,No,348,No,1
No,Yes,1047,Yes,1
Yes,No,1002,No,2
No,Yes,240,Yes,7
Yes,No,227,No,1
No,Yes,748,Yes,1
Yes,No,1079,No,2
No,Yes,1369,Yes,4
Yes,No,665,No,5
No,Yes,309,Yes,10
Yes,No,841,No,4
No,Yes,827,Yes,10
Yes,No,1205,No,9
No,Yes,5,Yes,5
Yes,No,178,No,4
No,Yes,1464,Yes,1
Yes,No,337,No,8
No,Yes,766,Yes,2
Yes,No,1231,No,1
No,Yes,1227,Yes,3
Yes,No,579,No,7
No,Yes,405,Yes,4
Yes,No,1111,No,7
No,Yes,724,Yes,7
Yes,No,803,No,10
No,Yes,1451,Yes,3
Yes,No,1263,No,2
No,Yes,480,Yes,9
Yes,No,173,No,6
No,Yes,1324,Yes,8
Yes,No,730,No,2
No,Yes,46,Yes,0
Yes,No,32,No,4
No,Yes,216,Yes,9
Yes,No,937,No,9
No,Yes,1441,Yes,0
Yes,No,1084,No,6
No,Yes,676,Yes,0
Yes,No,1095,No,4
No,Yes,1313,Yes,10
Yes,No,410,No,6
No,Yes,106,Yes,6
Yes,No,939,No,3
No,Yes,156,Yes,0
Yes,No,411,No,3
No,Yes,558,Yes,4
Yes,No,293,No,7
No,Yes,846,Yes,6
Yes,No,445,No,7
No,Yes,40,Yes,7
Yes,No,312,No,3
No,Yes,1254,Yes,9
Yes,No,1253,No,8
No,Yes,138,Yes,10
Yes,No,1109,No,8
No,Yes,636,Yes,10
Yes,No,850,No,7
No,Yes,811,Yes,9
Yes,No,675,No,2
No,Yes,267,Yes,4
Yes,No,391,No,3
No,Yes,1333,Yes,0
Yes,No,513,No,10
No,Yes,997,Yes,1
Yes,No,773,No,2
No,Yes,452,Yes,5
Yes,No,573,No,5
No,Yes,584,Yes,2
Yes,No,347,No,5
No,Yes,721,Yes,1
Yes,No,143,No,7
No,Yes,289,Yes,0
Yes,No,1403,No,1
No,Yes,385,Yes,5
Yes,No,1390,No,5
No,Yes,391,Yes,4
Yes,No,888,No,8
No,Yes,1240,Yes,5
Yes,No,774,No,1
No,Yes,288,Yes,2
Yes,No,1419,No,3
No,Yes,1486,Yes,10
Yes,No,298,No,5
No,Yes,96,Yes,3
Yes,No,833,No,7
No,Yes,1045,Yes,10
Yes,No,544,No,4
No,Yes,1298,Yes,5
Yes,No,627,No,5
No,Yes,338,Yes,4
Yes,No,234,No,0
No,Yes,906,Yes,2
Yes,No,1476,No,0
No,Yes,203,Yes,0
Yes,No,164,No,4
No,Yes,808,Yes,2
Yes,No,410,No,7
No,Yes,1496,Yes,9
Yes,No,754,No,9
No,Yes,152,Yes,0
Yes,No,118,No,9
No,Yes,1066,Yes,1
Yes,No,147,No,4
No,Yes,697,Yes,0
Yes,No,1090,No,2
No,Yes,750,Yes,2
Yes,No,512,No,8
No,Yes,805,Yes,2
Yes,No,926,No,8
No,Yes,1182,Yes,4
Yes,No,1267,No,3
No,Yes,1226,Yes,4
Yes,No,394,No,9
No,Yes,1093,Yes,1
Yes,No,706,No,10
No,Yes,987,Yes,5
Yes,No,642,No,1
No,Yes,210,Yes,6
Yes,No,437,No,10
No,Yes,144,Yes,3
Yes,No,169,No,6
No,Yes,853,Yes,8
Yes,No,492,No,8
No,Yes,1173,Yes,2
Yes,No,115,No,5
No,Yes,580,Yes,7
Yes,No,1145,No,5
No,Yes,1224,Yes,1
Yes,No,1293,No,8
No,Yes,381,Yes,3
Yes,No,1269,No,4
No,Yes,1135,Yes,2
Yes,No,330,No,5
No,Yes,1270,Yes,4
Yes,No,734,No,6
No,Yes,1076,Yes,5
Yes,No,248,No,8
No,Yes,1320,Yes,5
Yes,No,1314,No,7
No,Yes,627,Yes,5
Yes,No,984,No,7
No,Yes,1266,Yes,2
Yes,No,488,No,6
No,Yes,246,Yes,6
Yes,No,1393,No,7
No,Yes,1334,Yes,10
Yes,No,1201,No,10
No,Yes,1100,Yes,3
Yes,No,879,No,9
No,Yes,396,Yes,2
Yes,No,1286,No,7
No,Yes,598,Yes,3
Yes,No,621,No,4
No,Yes,466,Yes,3
Yes,No,1200,No,1
No,Yes,1382,Yes,0
Yes,No,231,No,3
No,Yes,1379,Yes,3
Yes,No,1326,No,9
No,Yes,1128,Yes,7
Yes,No,702,No,10
No,Yes,422,Yes,4
Yes,No,822,No,8
No,Yes,624,Yes,2
Yes,No,938,No,2
No,Yes,1253,Yes,5
Yes,No,1363,No,9
No,Yes,16,Yes,8
Yes,No,185,No,8
No,Yes,973,Yes,7
Yes,No,211,No,6
No,Yes,562,Yes,7
Yes,No,894,No,5
No,Yes,1160,Yes,10
Yes,No,483,No,2
No,Yes,818,Yes,5
Yes,No,497,No,3
No,Yes,489,Yes,0
Yes,No,598,No,9
No,Yes,567,Yes,4
Yes,No,971,No,6
No,Yes,391,Yes,4
Yes,No,1394,No,4
No,Yes,1277,Yes,10
Yes,No,753,No,7
No,Yes,333,Yes,3
Yes,No,1048,No,4
No,Yes,1174,Yes,5
Yes,No,138,No,4
No,Yes,801,Yes,7
Yes,No,753,No,10
No,Yes,562,Yes,0
Yes,No,652,No,8
No,Yes,677,Yes,2
Yes,No,512,No,5
No,Yes,1034,Yes,2
Yes,No,775,No,9
No,Yes,1460,Yes,3
Yes,No,266,No,9
No,Yes,998,Yes,1
Yes,No,1011,No,9
No,Yes,694,Yes,9
Yes,No,576,No,8
No,Yes,252,Yes,4
Yes,No,1356,No,3
No,Yes,60,Yes,9
Yes,No,676,No,4
No,Yes,458,Yes,3
Yes,No,551,No,6
No,Yes,468,Yes,3
Yes,No,976,No,0
No,Yes,134,Yes,2
Yes,No,1461,No,4
No,Yes,799,Yes,6
Yes,No,990,No,1
No,Yes,582,Yes,7
Yes,No,666,No,5
No,Yes,754,Yes,7
Yes,No,1387,No,0
No,Yes,1202,Yes,3
Yes,No,246,No,3
No,Yes,83,Yes,9
Yes,No,526,No,1
No,Yes,1457,Yes,6
Yes,No,473,No,0
No,Yes,1263,Yes,7
Yes,No,160,No,6
No,Yes,1130,Yes,0
Yes,No,940,No,5
No,Yes,1319,Yes,6
Yes,No,482,No,7
No,Yes,875,Yes,6
Yes,No,570,No,0
No,Yes,1299,Yes,6
Yes,No,386,No,8
No,Yes,398,Yes,0
Yes,No,255,No,10
No,Yes,399,Yes,10
Yes,No,1197,No,3
No,Yes,1101,Yes,6
Yes,No,772,No,3
No,Yes,1128,Yes,3
Yes,No,1270,No,3
No,Yes,119,Yes,9
Yes,No,238,No,0
No,Yes,1089,Yes,4
Yes,No,548,No,10
No,Yes,162,Yes,3
Yes,No,990,No,4
No,Yes,1341,Yes,6
Yes,No,143,No,5
No,Yes,197,Yes,4
Yes,No,596,No,5
No,Yes,1228,Yes,2
Yes,No,172,No,4
No,Yes,645,Yes,2
Yes,No,1454,No,4
No,Yes,736,Yes,10
Yes,No,1084,No,7
No,Yes,922,Yes,7
Yes,No,176,No,2
No,Yes,452,Yes,0
Yes,No,438,No,6
No,Yes,254,Yes,9
Yes,No,1380,No,0
No,Yes,1252,Yes,1
Yes,No,355,No,5
No,Yes,37,Yes,9
Yes,No,112,No,7
No,Yes,1201,Yes,4
Yes,No,1024,No,3
No,Yes,213,Yes,8
Yes,No,207,No,8
No,Yes,1399,Yes,3
Yes,No,157,No,9
No,Yes,273,Yes,2
Yes,No,824,No,0
No,Yes,251,Yes,4
Yes,No,1126,No,9
No,Yes,1188,Yes,3
Yes,No,985,No,9
No,Yes,1014,Yes,7
Yes,No,752,No,5
No,Yes,1106,Yes,7
Yes,No,272,No,6
No,Yes,32,Yes,7
Yes,No,1110,No,7
No,Yes,1332,Yes,6
Yes,No,269,No,0
No,Yes,382,Yes,9
Yes,No,883,No,10
No,Yes,463,Yes,10
Yes,No,333,No,5
No,Yes,682,Yes,9
Yes,No,648,No,6
No,Yes,809,Yes,2
Yes,No,1294,No,1
No,Yes,755,Yes,2
Yes,No,227,No,1
No,Yes,15,Yes,7
Yes,No,1010,No,6
No,Yes,1265,Yes,10
Yes,No,253,No,0
No,Yes,245,Yes,2
Yes,No,1360,No,4
No,Yes,1047,Yes,10
Yes,No,908,No,1
No,Yes,1022,Yes,7
Yes,No,1304,No,1
No,Yes,1063,Yes,0
Yes,No,15,No,6
No,Yes,137,Yes,0
Yes,No,70,No,2
No,Yes,377,Yes,0
Yes,No,1446,No,8
No,Yes,1029,Yes,2
Yes,No,669,No,3
No,Yes,1210,Yes,5
Yes,No,1232,No,9
No,Yes,1122,Yes,10
Yes,No,568,No,2
No,Yes,1166,Yes,2
Yes,No,241,No,7
No,Yes,664,Yes,6
Yes,No,176,No,7
No,Yes,583,Yes,3
Yes,No,656,No,1
No,Yes,56,Yes,5
Yes,No,564,No,8
No,Yes,205,Yes,6
Yes,No,217,No,2
No,Yes,774,Yes,3
Yes,No,468,No,7
No,Yes,105,Yes,1
Yes,No,794,No,4
No,Yes,656,Yes,6
Yes,No,600,No,6
No,Yes,1339,Yes,10
Yes,No,1321,No,1
No,Yes,372,Yes,7
Yes,No,758,No,6
No,Yes,528,Yes,9
Yes,No,1276,No,10
No,Yes,668,Yes,4
Yes,No,986,No,9
No,Yes,1116,Yes,3
Yes,No,415,No,10
No,Yes,250,Yes,1
Yes,No,285,No,9
No,Yes,1457,Yes,7
Yes,No,694,No,3
No,Yes,1004,Yes,6
Yes,No,1243,No,1
No,Yes,298,Yes,5
Yes,No,705,No,1
No,Yes,7,Yes,7
Yes,No,123,No,3
No,Yes,855,Yes,5
Yes,No,1137,No,0
No,Yes,1125,Yes,4
Yes,No,81,No,3
No,Yes,111,Yes,10
Yes,No,1366,No,4
No,Yes,1420,Yes,8
Yes,No,927,No,3
No,Yes,1279,Yes,1
Yes,No,454,No,7
No,Yes,975,Yes,1
Yes,No,706,No,8
No,Yes,178,Yes,7
Yes,No,1093,No,6
No,Yes,172,Yes,10
Yes,No,192,No,7
No,Yes,792,Yes,4
Yes,No,1017,No,8
No,Yes,1474,Yes,6
Yes,No,1366,No,5
No,Yes,1377,Yes,2
Yes,No,525,No,4
No,Yes,324,Yes,0
Yes,No,939,No,9
No,Yes,910,Yes,10
Yes,No,576,No,9
No,Yes,611,Yes,8
Yes,No,337,No,5
No,Yes,1135,Yes,0
Yes,No,236,No,0
No,Yes,228,Yes,6
Yes,No,1437,No,7
No,Yes,1044,Yes,9
Yes,No,513,No,0
No,Yes,677,Yes,8
Yes,No,135,No,0
No,Yes,695,Yes,2
Yes,No,1321,No,7
No,Yes,276,Yes,7
Yes,No,901,No,8
No,Yes,1199,Yes,9
Yes,No,215,No,5
No,Yes,916,Yes,7
Yes,No,542,No,8
No,Yes,1030,Yes,10
Yes,No,298,No,8
No,Yes,1146,Yes,3
Yes,No,1390,No,1
No,Yes,989,Yes,5
Yes,No,900,No,5
No,Yes,1354,Yes,3
Yes,No,908,No,8
No,Yes,523,Yes,0
Yes,No,695,No,9
No,Yes,978,Yes,8
Yes,No,447,No,9
No,Yes,1427,Yes,1
Yes,No,469,No,6
No,Yes,1228,Yes,6
Yes,No,1101,No,10
No,Yes,795,Yes,7
Yes,No,1143,No,1
No,Yes,1070,Yes,3
Yes,No,946,No,10
No,Yes,533,Yes,3
Yes,No,1493,No,0
No,Yes,630,Yes,1
Yes,No,624,No,2
No,Yes,380,Yes,6
Yes,No,849,No,3
No,Yes,455,Yes,4
Yes,No,861,No,2
No,Yes,1332,Yes,3
Yes,No,1265,No,1
No,Yes,107,Yes,2
Yes,No,458,No,1
No,Yes,38,Yes,9
Yes,No,115,No,5
No,Yes,394,Yes,1
Yes,No,430,No,4
No,Yes,215,Yes,4
Yes,No,261,No,2
No,Yes,664,Yes,3
Yes,No,661,No,6
No,Yes,644,Yes,8
Yes,No,1433,No,8
No,Yes,1409,Yes,1
Yes,No,684,No,7
No,Yes,1241,Yes,8
Yes,No,535,No,5
No,Yes,287,Yes,3
Yes,No,784,No,5
No,Yes,1036,Yes,1
Yes,No,1174,No,8
No,Yes,1026,Yes,1
Yes,No,83,No,4
No,Yes,37,Yes,9
Yes,No,1402,No,6
No,Yes,1128,Yes,10
Yes,No,1430,No,3
No,Yes,1222,Yes,4
Yes,No,981,No,8
No,Yes,299,Yes,10
Yes,No,1188,No,3
No,Yes,1114,Yes,5
Yes,No,560,No,5
No,Yes,308,Yes,0
Yes,No,781,No,10
No,Yes,1412,Yes,9
Yes,No,623,No,4
No,Yes,72,Yes,9
Yes,No,307,No,4
No,Yes,294,Yes,8
Yes,No,850,No,9
No,Yes,963,Yes,0
Yes,No,1093,No,0
No,Yes,749,Yes,6
Yes,No,409,No,2
No,Yes,379,Yes,7
Yes,No,1011,No,8
No,Yes,999,Yes,3
Yes,No,609,No,5
No,Yes,1018,Yes,3
Yes,No,219,No,1
No,Yes,608,Yes,4
Yes,No,128,No,6
No,Yes,1052,Yes,4
Yes,No,1289,No,10
No,Yes,1181,Yes,7
Yes,No,574,No,0
No,Yes,623,Yes,8
Yes,No,1043,No,2
No,Yes,732,Yes,0
Yes,No,323,No,7
No,Yes,136,Yes,8
Yes,No,1054,No,5
No,Yes,1284,Yes,8
Yes,No,564,No,4
No,Yes,1452,Yes,7
Yes,No,1006,No,8
No,Yes,399,Yes,4
Yes,No,838,No,5
No,Yes,914,Yes,10
Yes,No,35,No,8
No,Yes,735,Yes,5
Yes,No,394,No,2
No,Yes,710,Yes,4
Yes,No,477,No,4
No,Yes,504,Yes,4
Yes,No,180,No,3
No,Yes,1491,Yes,10
Yes,No,1184,No,9
No,Yes,1491,Yes,9
Yes,No,1495,No,4
No,Yes,1100,Yes,4
Yes,No,640,No,6
No,Yes,450,Yes,10
Yes,No,1345,No,9
No,Yes,544,Yes,5
Yes,No,12,No,7
No,Yes,737,Yes,6
Yes,No,1332,No,5
No,Yes,555,Yes,10
Yes,No,1116,No,2
No,Yes,533,Yes,1
Yes,No,266,No,10
No,Yes,682,Yes,7
Yes,No,1069,No,5
No,Yes,1490,Yes,4
Yes,No,222,No,2
No,Yes,1004,Yes,0
Yes,No,469,No,5
No,Yes,101,Yes,1
Yes,No,1183,No,1
No,Yes,827,Yes,4
Yes,No,141,No,4
No,Yes,399,Yes,0
Yes,No,999,No,4
No,Yes,1106,Yes,7
Yes,No,954,No,0
No,Yes,465,Yes,9
Yes,No,460,No,10
No,Yes,1077,Yes,9
Yes,No,670,No,9
No,Yes,739,Yes,2
Yes,No,91,No,10
No,Yes,1136,Yes,8
Yes,No,1284,No,2
No,Yes,211,Yes,7
Yes,No,919,No,4
No,Yes,768,Yes,8
Yes,No,103,No,7
No,Yes,700,Yes,10
Yes,No,1492,No,2
No,Yes,646,Yes,6
Yes,No,630,No,7
No,Yes,1438,Yes,8
Yes,No,706,No,3
No,Yes,594,Yes,8
Yes,No,581,No,3
No,Yes,834,Yes,9
Yes,No,1029,No,10
No,Yes,1433,Yes,6
Yes,No,345,No,9
No,Yes,1418,Yes,4
Yes,No,545,No,6
No,Yes,1341,Yes,3
Yes,No,294,No,8
No,Yes,264,Yes,9
Yes,No,126,No,4
No,Yes,687,Yes,8
Yes,No,569,No,9
No,Yes,959,Yes,3
Yes,No,1124,No,4
No,Yes,860,Yes,9
Yes,No,339,No,9
No,Yes,1461,Yes,1
Yes,No,659,No,3
No,Yes,559,Yes,6
Yes,No,81,No,3
No,Yes,1207,Yes,5
Yes,No,747,No,5
No,Yes,1380,Yes,7
Yes,No,78,No,6
No,Yes,555,Yes,3
Yes,No,462,No,10
No,Yes,970,Yes,6
Yes,No,241,No,3
No,Yes,1180,Yes,8
Yes,No,1031,No,4
No,Yes,647,Yes,1
Yes,No,630,No,8
No,Yes,747,Yes,2
Yes,No,1012,No,4
No,Yes,25,Yes,3
Yes,No,1448,No,3
No,Yes,734,Yes,6
Yes,No,4,No,6
No,Yes,1240,Yes,2
Yes,No,313,No,5
No,Yes,1054,Yes,8
Yes,No,1100,No,8
No,Yes,1397,Yes,1
Yes,No,233,No,0
No,Yes,1457,Yes,2
Yes,No,1318,No,5
No,Yes,708,Yes,2
Yes,No,5,No,7
No,Yes,142,Yes,3
Yes,No,373,No,8
No,Yes,969,Yes,9
Yes,No,127,No,6
No,Yes,164,Yes,10
Yes,No,69,No,3
No,Yes,747,Yes,6
Yes,No,80,No,5
No,Yes,1240,Yes,4
Yes,No,588,No,5
No,Yes,881,Yes,9
Yes,No,1393,No,5
No,Yes,222,Yes,8
Yes,No,1195,No,2
No,Yes,988,Yes,5
Yes,No,465,No,4
No,Yes,1401,Yes,4
Yes,No,982,No,1
No,Yes,885,Yes,3
Yes,No,1495,No,8
No,Yes,1062,Yes,4
Yes,No,1045,No,1
No,Yes,535,Yes,10
Yes,No,841,No,2
No,Yes,849,Yes,10
Yes,No,965,No,3
No,Yes,616,Yes,4
Yes,No,321,No,6
No,Yes,499,Yes,2
Yes,No,1032,No,7
No,Yes,965,Yes,5
Yes,No,198,No,4
No,Yes,140,Yes,5
Yes,No,680,No,9
No,Yes,326,Yes,0
Yes,No,430,No,1
No,Yes,1289,Yes,7
Yes,No,126,No,2
No,Yes,1359,Yes,10
Yes,No,130,No,9
No,Yes,1103,Yes,10
Yes,No,525,No,2
No,Yes,572,Yes,1
Yes,No,152,No,10
No,Yes,1106,Yes,7
Yes,No,849,No,10
No,Yes,581,Yes,10
Yes,No,549,No,9
No,Yes,506,Yes,1
Yes,No,181,No,3
No,Yes,1239,Yes,9
Yes,No,1348,No,7
No,Yes,1200,Yes,8
Yes,No,483,No,10
No,Yes,341,Yes,0
Yes,No,1255,No,8
No,Yes,134,Yes,4
Yes,No,163,No,6
No,Yes,1180,Yes,0
Yes,No,882,No,9
No,Yes,323,Yes,2
Yes,No,469,No,5
No,Yes,1429,Yes,9
Yes,No,1043,No,10
No,Yes,305,Yes,3
Yes,No,1110,No,6
No,Yes,1332,Yes,4
Yes,No,56,No,5
No,Yes,351,Yes,5
Yes,No,458,No,1
No,Yes,219,Yes,1
Yes,No,384,No,7
No,Yes,497,Yes,7
Yes,No,992,No,9
No,Yes,85,Yes,0
Yes,No,72,No,0
No,Yes,380,Yes,1
Yes,No,1259,No,9
No,Yes,1283,Yes,5
Yes,No,877,No,9
No,Yes,495,Yes,4
Yes,No,475,No,7
No,Yes,904,Yes,2
Yes,No,150,No,7
No,Yes,702,Yes,3
Yes,No,170,No,9
No,Yes,1311,Yes,7
Yes,No,995,No,5
No,Yes,285,Yes,6
Yes,No,362,No,4
No,Yes,246,Yes,3
Yes,No,960,No,7
No,Yes,1329,Yes,9
Yes,No,668,No,4
No,Yes,135,Yes,10
Yes,No,425,No,3
No,Yes,1446,Yes,5
Yes,No,143,No,1
No,Yes,301,Yes,0
Yes,No,106,No,8
No,Yes,1492,Yes,9
Yes,No,298,No,2
No,Yes,964,Yes,2
Yes,No,779,No,7
No,Yes,642,Yes,8
Yes,No,194,No,5
No,Yes,1460,Yes,8
Yes,No,1088,No,6
No,Yes,135,Yes,6
Yes,No,1498,No,4
No,Yes,273,Yes,9
Yes,No,309,No,4
No,Yes,702,Yes,10
Yes,No,729,No,4
No,Yes,1084,Yes,5
Yes,No,607,No,1
No,Yes,1348,Yes,6
Yes,No,703,No,4
No,Yes,321,Yes,6
Yes,No,763,No,7
No,Yes,1366,Yes,6
Yes,No,324,No,5
No,Yes,645,Yes,9
Yes,No,419,No,0
No,Yes,1359,Yes,10
Yes,No,184,No,8
No,Yes,836,Yes,8
Yes,No,840,No,8
No,Yes,849,Yes,2
Yes,No,628,No,8
No,Yes,335,Yes,2
Yes,No,1060,No,2
No,Yes,179,Yes,2
Yes,No,462,No,10
No,Yes,1268,Yes,5
Yes,No,1485,No,5
No,Yes,1272,Yes,4
Yes,No,844,No,10
No,Yes,963,Yes,4
Yes,No,159,No,9
No,Yes,1485,Yes,5
Yes,No,597,No,9
No,Yes,1472,Yes,3
Yes,No,496,No,7
No,Yes,914,Yes,8
Yes,No,1360,No,5
No,Yes,238,Yes,10
Yes,No,646,No,2
No,Yes,1409,Yes,8
Yes,No,708,No,3
No,Yes,1433,Yes,0
Yes,No,424,No,2
No,Yes,1499,Yes,2
Yes,No,64,No,8
No,Yes,1289,Yes,1
Yes,No,531,No,9
No,Yes,343,Yes,10
Yes,No,1158,No,3
No,Yes,463,Yes,6
Yes,No,1005,No,7
No,Yes,436,Yes,10
Yes,No,439,No,7
No,Yes,1403,Yes,2
Yes,No,479,No,10
No,Yes,538,Yes,7
Yes,No,1069,No,7
No,Yes,177,Yes,0
Yes,No,1119,No,10
No,Yes,707,Yes,1
Yes,No,504,No,0
No,Yes,840,Yes,9
Yes,No,266,No,2
No,Yes,328,Yes,4
Yes,No,337,No,8
No,Yes,922,Yes,2
Yes,No,1324,No,10
No,Yes,514,Yes,3
Yes,No,540,No,6
No,Yes,106,Yes,3
Yes,No,108,No,9
No,Yes,584,Yes,5
Yes,No,903,No,5
No,Yes,723,Yes,3
Yes,No,746,No,6
No,Yes,737,Yes,4
Yes,No,315,No,6
No,Yes,132,Yes,5
Yes,No,812,No,9
No,Yes,426,Yes,0
Yes,No,647,No,4
No,Yes,54,Yes,9
Yes,No,417,No,3
No,Yes,435,Yes,10
Yes,No,453,No,3
No,Yes,1028,Yes,0
Yes,No,1399,No,6
No,Yes,176,Yes,10
Yes,No,1130,No,5
No,Yes,1452,Yes,8
Yes,No,676,No,1
No,Yes,1421,Yes,7
Yes,No,619,No,0
No,Yes,1192,Yes,7
Yes,No,1304,No,1
No,Yes,153,Yes,3
Yes,No,664,No,5
No,Yes,692,Yes,5
Yes,No,1469,No,6
No,Yes,1057,Yes,0
Yes,No,310,No,10
No,Yes,1416,Yes,8
Yes,No,8,No,0
No,Yes,1027,Yes,10
Yes,No,1043,No,6
No,Yes,251,Yes,2
Yes,No,134,No,4
No,Yes,338,Yes,10
Yes,No,708,No,7
No,Yes,411,Yes,5
Yes,No,1461,No,8
No,Yes,111,Yes,5
Yes,No,1101,No,7
No,Yes,211,Yes,9
Yes,No,460,No,9
No,Yes,931,Yes,9
Yes,No,1181,No,7
No,Yes,217,Yes,7
Yes,No,1228,No,1
No,Yes,69,Yes,8
Yes,No,62,No,1
No,Yes,252,Yes,10
Yes,No,1060,No,8
No,Yes,1089,Yes,2
Yes,No,1259,No,0
No,Yes,238,Yes,2
Yes,No,1125,No,7
No,Yes,610,Yes,1
Yes,No,1161,No,10
No,Yes,87,Yes,3
Yes,No,1465,No,9
No,Yes,934,Yes,1
Yes,No,802,No,4
No,Yes,1364,Yes,9
Yes,No,17,No,0
No,Yes,541,Yes,1
Yes,No,1282,No,1
No,Yes,1033,Yes,3
Yes,No,569,No,2
No,Yes,1100,Yes,6
Yes,No,723,No,5
No,Yes,230,Yes,7
Yes,No,1494,No,1
No,Yes,1156,Yes,5
Yes,No,192,No,1
No,Yes,1274,Yes,4
Yes,No,149,No,0
No,Yes,16,Yes,6
Yes,No,801,No,2
No,Yes,810,Yes,9
Yes,No,554,No,9
No,Yes,1071,Yes,2
Yes,No,215,No,0
No,Yes,399,Yes,7
Yes,No,875,No,3
No,Yes,741,Yes,5
Yes,No,599,No,9
No,Yes,1462,Yes,0
Yes,No,126,No,2
No,Yes,1349,Yes,10
Yes,No,1135,No,3
No,Yes,614,Yes,0
Yes,No,700,No,2
No,Yes,869,Yes,9
Yes,No,705,No,8
No,Yes,751,Yes,6
Yes,No,471,No,1
No,Yes,402,Yes,3
Yes,No,655,No,0
